Billing Date,Variant,Economic Index,Industry Growth Rate (%),Seasonality Factor
13-03-2023 00:00,XXXV2,119.82,7.89,High
16-03-2023 00:00,XXX12,103.61,-0.4,Medium
16-03-2023 00:00,XXX11,80.95,6.05,Low
17-03-2023 00:00,XXX15,131.38,2.44,Medium
18-03-2023 00:00,XXXV1,118.47,8.23,High
18-03-2023 00:00,XXX12,66.26,-2.18,Medium
18-03-2023 00:00,XXX11,141.09,6.42,Low
18-03-2023 00:00,XXXV4,132.25,-1.29,High
18-03-2023 00:00,XXX11,144.98,0.57,Low
18-03-2023 00:00,XXX12,122.57,-0.63,Low
19-03-2023 00:00,XXXV9,111.34,-1.34,Medium
19-03-2023 00:00,XXXV2,91.82,11.51,Low
19-03-2023 00:00,XXXV2,143.27,0.71,High
19-03-2023 00:00,XXXV1,136.61,13.54,Low
19-03-2023 00:00,XXXV1,54.52,14.4,Low
19-03-2023 00:00,XXXV1,52.64,6.43,Medium
20-03-2023 00:00,XXX11,87.65,-2.14,Low
21-03-2023 00:00,XXX12,131.06,2.49,Medium
21-03-2023 00:00,XXXV1,148.73,10.95,Medium
22-03-2023 00:00,XXXV2,65.04,2.35,High
23-03-2023 00:00,XXXV3,109.41,-3.26,High
23-03-2023 00:00,XXXV5,88.09,6.14,High
23-03-2023 00:00,XXX12,146.99,11.9,High
23-03-2023 00:00,XXX11,134.21,10.92,Medium
23-03-2023 00:00,XXX11,133.83,-1.5,Low
23-03-2023 00:00,XXX15,96.87,8.46,High
24-03-2023 00:00,XXXV2,91.48,-0.59,High
24-03-2023 00:00,XXXV2,77.34,-0.64,High
24-03-2023 00:00,XXXV2,55.64,12.48,Low
24-03-2023 00:00,XXX12,136.47,-0.01,High
25-03-2023 00:00,XXXV2,131.29,0.26,Low
25-03-2023 00:00,XXXV9,149.97,-4.99,Medium
25-03-2023 00:00,XXX18,149.66,12.41,Medium
25-03-2023 00:00,XXX12,105.54,10.85,Medium
25-03-2023 00:00,XXXV1,126.9,7.55,Low
25-03-2023 00:00,XXXV2,144.48,10.01,High
25-03-2023 00:00,XXXV2,134.96,-1.96,High
25-03-2023 00:00,XXXV2,74.73,4.17,High
26-03-2023 00:00,XXX11,95.05,2.02,High
26-03-2023 00:00,XXXV4,62.92,-3.12,High
26-03-2023 00:00,XXX11,145.41,4.72,Low
26-03-2023 00:00,XXX11,110.62,13.41,Medium
26-03-2023 00:00,XXXV3,72.86,-4.2,High
26-03-2023 00:00,XXXV2,117.17,0.83,Medium
26-03-2023 00:00,XXXV2,111.81,-0.85,Low
26-03-2023 00:00,XXX11,85.82,-0.24,Low
26-03-2023 00:00,XXX12,61.36,13.17,High
27-03-2023 00:00,XXXV2,117.16,4.36,Low
28-03-2023 00:00,XXX11,102.03,4.33,Medium
29-03-2023 00:00,XXX12,127.23,10.21,High
29-03-2023 00:00,XXXV2,102.02,-1.91,High
29-03-2023 00:00,XXXV2,135.22,4.75,Medium
29-03-2023 00:00,XXX18,105.19,3.6,High
29-03-2023 00:00,XXX11,106.09,6.94,High
29-03-2023 00:00,XXX11,137.67,14.99,Medium
29-03-2023 00:00,XXX11,90.35,10.39,High
29-03-2023 00:00,XXX12,63.4,2.96,High
29-03-2023 00:00,XXXV2,52.88,11.55,Medium
29-03-2023 00:00,XXXV2,125.51,-1.59,Low
29-03-2023 00:00,XXXV2,112.03,-4.39,Medium
29-03-2023 00:00,XXXV2,120.41,-0.91,High
29-03-2023 00:00,XXXV1,71.3,1.81,Medium
29-03-2023 00:00,XXXV1,63.64,5.21,High
29-03-2023 00:00,XXXV1,51.45,7.3,High
29-03-2023 00:00,XXX13,85.06,13.21,Medium
29-03-2023 00:00,XXXV4,108.99,5.2,High
29-03-2023 00:00,XXXV3,89.22,5.03,Low
29-03-2023 00:00,XXXV2,93.75,-4,High
29-03-2023 00:00,XXX18,140.42,-4.3,Medium
29-03-2023 00:00,XXX18,84.83,6.02,Low
29-03-2023 00:00,XXX18,101.4,3.76,Low
29-03-2023 00:00,XXX12,128.37,11.78,High
29-03-2023 00:00,XXX12,89.65,-1.79,Medium
29-03-2023 00:00,XXX12,112.21,-4.5,High
29-03-2023 00:00,XXX12,136.24,3.98,High
29-03-2023 00:00,XXX12,144.95,-0.25,Medium
29-03-2023 00:00,XXX11,64.71,-4.01,Medium
29-03-2023 00:00,XXX13,142.66,9.49,High
29-03-2023 00:00,XXXV1,99.21,-2.77,Low
29-03-2023 00:00,XXXV1,75.82,7.17,High
29-03-2023 00:00,XXXV1,95.91,0.62,Low
30-03-2023 00:00,XXXV4,148,-1.53,High
30-03-2023 00:00,XXXV4,99.26,2.6,Medium
30-03-2023 00:00,XXXV4,82.88,11.03,Low
30-03-2023 00:00,XXXV5,113.34,2.84,Medium
30-03-2023 00:00,XXXV2,74.01,10.02,Medium
30-03-2023 00:00,XXXV2,57.59,-2.49,Medium
30-03-2023 00:00,XXXV2,62.89,10.46,Medium
30-03-2023 00:00,XXXV2,62.8,-0.26,Medium
30-03-2023 00:00,XXXV3,65.19,8.55,High
30-03-2023 00:00,XXX11,63.88,6.32,Low
30-03-2023 00:00,XXX11,114.09,13.58,High
30-03-2023 00:00,XXX11,68.19,2.75,High
30-03-2023 00:00,XXX13,84.57,-3.68,High
30-03-2023 00:00,XXX18,139.68,-4.62,Medium
30-03-2023 00:00,XXXV2,97.4,11.54,High
30-03-2023 00:00,XXXV2,116.76,5.49,Low
30-03-2023 00:00,XXXV2,67.23,10.5,High
30-03-2023 00:00,XXXV2,69.23,-0.31,Medium
30-03-2023 00:00,XXXV2,54.09,1.9,Low
30-03-2023 00:00,XXX13,66.89,-4.4,Low
30-03-2023 00:00,XXXV2,77.86,14.23,Low
30-03-2023 00:00,XXX15,67.7,8.36,Low
30-03-2023 00:00,XXXV3,58.87,13.66,High
30-03-2023 00:00,XXX11,62.06,0.31,Medium
02-04-2023 00:00,XXXV3,96.08,7.23,Low
04-04-2023 00:00,XXX15,70.63,8.57,Low
09-04-2023 00:00,XXXV1,86.43,1.35,Medium
10-04-2023 00:00,XXX11,100.34,11.96,High
10-04-2023 00:00,XXX11,119.04,13.94,Low
10-04-2023 00:00,XXX18,53.93,12.7,High
10-04-2023 00:00,XXXV2,129.94,9.78,High
11-04-2023 00:00,XXX11,112.79,0.55,High
14-04-2023 00:00,XXX13,58.18,0.63,High
14-04-2023 00:00,XXXV2,137.36,14.27,Low
14-04-2023 00:00,XXX13,142.09,-4.79,Low
17-04-2023 00:00,XXX12,56.11,9.32,High
17-04-2023 00:00,XXX11,77.69,9.12,High
17-04-2023 00:00,XXX11,130.62,7.45,Medium
17-04-2023 00:00,XXX12,124.83,14.8,Medium
18-04-2023 00:00,XXX12,68.45,1.24,Medium
18-04-2023 00:00,XXX12,70.93,1.8,Low
18-04-2023 00:00,XXXV2,87.05,-3.42,Medium
18-04-2023 00:00,XXXV2,98.45,3.86,Low
18-04-2023 00:00,XXXV2,111.83,0.22,Low
19-04-2023 00:00,XXXV2,86.89,1.87,Low
20-04-2023 00:00,XXXV1,96.25,11.69,Low
20-04-2023 00:00,XXX12,124.75,13.71,Medium
21-04-2023 00:00,XXXV2,53.67,-1.29,High
22-04-2023 00:00,XXXV2,75.24,2.45,High
24-04-2023 00:00,XXXV2,121.33,13.57,High
24-04-2023 00:00,XXXV2,139.52,-3.76,Medium
24-04-2023 00:00,XXX12,101.17,-3.15,High
27-04-2023 00:00,XXXV2,103.21,-1.74,Medium
27-04-2023 00:00,XXXV2,60.72,6.9,Medium
27-04-2023 00:00,XXX12,94.74,-1.99,Medium
27-04-2023 00:00,XXX11,103.26,14.36,High
27-04-2023 00:00,XXXV5,74.25,3.93,High
27-04-2023 00:00,XXXV2,76.92,5.03,High
27-04-2023 00:00,XXXV2,87.73,-0.07,Low
27-04-2023 00:00,XXX12,52.01,4.42,Medium
27-04-2023 00:00,XXXV4,82.21,8.24,Low
27-04-2023 00:00,XXX11,71.14,10.02,Medium
27-04-2023 00:00,XXXV2,82.75,10.08,High
27-04-2023 00:00,XXX11,61.98,6.56,Medium
28-04-2023 00:00,XXX11,139.05,13.09,Medium
28-04-2023 00:00,XXXV1,109.36,11.35,Low
29-04-2023 00:00,XXXV5,117.91,10.14,Medium
29-04-2023 00:00,XXXV1,128.92,-3.89,High
29-04-2023 00:00,XXXV3,99.84,-4.86,Medium
29-04-2023 00:00,XXXV1,58.69,-0.75,Medium
29-04-2023 00:00,XXXV2,103.71,8.27,Medium
29-04-2023 00:00,XXXV2,108.68,3.22,Low
29-04-2023 00:00,XXX13,124.54,3.05,Medium
29-04-2023 00:00,XXX13,93.17,12.69,Medium
30-04-2023 00:00,XXX11,62.76,12.91,Low
30-04-2023 00:00,XXX11,78.38,13.18,Low
30-04-2023 00:00,XXX13,86.31,1.28,Low
30-04-2023 00:00,XXX13,114.59,8.82,Low
30-04-2023 00:00,XXX13,107.08,0.43,High
30-04-2023 00:00,XXXV2,85.61,-1.19,High
30-04-2023 00:00,XXX12,148.65,-1.31,Medium
30-04-2023 00:00,XXX12,110.58,1.84,High
30-04-2023 00:00,XXX12,73.72,3.6,Medium
30-04-2023 00:00,XXX11,60.18,11.62,High
30-04-2023 00:00,XXX12,65.29,-2.6,Low
30-04-2023 00:00,XXXV2,74.6,9.7,Low
30-04-2023 00:00,XXXV1,66.07,5.63,High
30-04-2023 00:00,XXXV2,68.66,0.76,High
30-04-2023 00:00,XXXV2,78.51,4.86,Medium
30-04-2023 00:00,XXXV2,67.34,1,Medium
30-04-2023 00:00,XXXV2,139.68,6.92,Medium
30-04-2023 00:00,XXXV2,58.02,3.68,Low
30-04-2023 00:00,XXX15,102.45,-1.71,Low
30-04-2023 00:00,XXX11,91.04,-2.67,Low
30-04-2023 00:00,XXX11,148.24,5.93,Low
30-04-2023 00:00,XXX11,61.2,13.05,Medium
30-04-2023 00:00,XXXV5,89.79,1.88,Low
30-04-2023 00:00,XXX12,146.95,9.66,Low
30-04-2023 00:00,XXXV1,136.55,8.17,Low
30-04-2023 00:00,XXXV1,131.71,13.63,Low
30-04-2023 00:00,XXX12,75.79,11.42,High
30-04-2023 00:00,XXX12,67.09,6.33,Medium
30-04-2023 00:00,XXXV3,116.86,8.14,Medium
30-04-2023 00:00,XXXV1,142.94,12.97,Low
30-04-2023 00:00,XXXV1,105.68,2.99,High
30-04-2023 00:00,XXX11,107.16,1.54,Medium
30-04-2023 00:00,XXXV4,78,-4.78,Medium
30-04-2023 00:00,XXXV2,126.95,11.53,Low
30-04-2023 00:00,XXXV2,68.7,11.02,Low
30-04-2023 00:00,XXXV2,82.37,-2.91,Medium
30-04-2023 00:00,XXXV1,92.54,6.54,Medium
30-04-2023 00:00,XXXV2,100.76,4.28,High
30-04-2023 00:00,XXXV2,74.24,-2.63,Medium
30-04-2023 00:00,XXX12,61.48,14.61,Medium
30-04-2023 00:00,XXXV2,111.06,-0.71,Low
30-04-2023 00:00,XXXV2,78.86,-3.66,Medium
30-04-2023 00:00,XXXV3,108.12,6.9,Low
30-04-2023 00:00,XXXV2,65.44,9.78,Medium
30-04-2023 00:00,XXXV4,98.11,-4.35,Medium
30-04-2023 00:00,XXXV2,103.26,8.17,Medium
30-04-2023 00:00,XXXV2,55.18,5.65,High
30-04-2023 00:00,XXXV3,83.66,-2.93,Low
30-04-2023 00:00,XXX11,63.44,-1.55,High
30-04-2023 00:00,XXX13,56.34,6.36,Medium
30-04-2023 00:00,XXX11,149,0.93,High
30-04-2023 00:00,XXX13,82.24,13.77,Low
30-04-2023 00:00,XXXV2,130.99,11.37,Medium
30-04-2023 00:00,XXX13,75.46,14.67,High
30-04-2023 00:00,XXXV2,118.15,0.19,High
30-04-2023 00:00,XXX15,126.02,14.39,Low
30-04-2023 00:00,XXX15,109.56,3.62,High
30-04-2023 00:00,XXXV3,97.16,1.95,Low
30-04-2023 00:00,XXXV2,91.18,-3.99,Medium
30-04-2023 00:00,XXXV2,84.89,-3.94,Medium
30-04-2023 00:00,XXXV2,142.95,8.84,High
30-04-2023 00:00,XXXV2,133.06,4.16,Medium
30-04-2023 00:00,XXXV2,146.5,-0.47,Medium
30-04-2023 00:00,XXXV2,62.43,7.28,High
30-04-2023 00:00,XXXV4,123.09,0.06,Medium
30-04-2023 00:00,XXX13,143.83,6.55,High
30-04-2023 00:00,XXXV2,68.12,2.18,Low
30-04-2023 00:00,XXX12,56.65,11.47,Low
30-04-2023 00:00,XXXV4,124.11,11.41,Low
30-04-2023 00:00,XXX17,107.45,4.55,High
30-04-2023 00:00,XXXV1,134.18,2.02,High
30-04-2023 00:00,XXX15,63.98,2.25,Medium
06-05-2023 00:00,XXX15,129.53,11.11,Medium
06-05-2023 00:00,XXX15,70.16,1.56,Medium
07-05-2023 00:00,XXX12,66.37,-0.82,Medium
07-05-2023 00:00,XXX12,66.43,-3.31,Medium
07-05-2023 00:00,XXXV2,131.46,4.33,High
07-05-2023 00:00,XXXV2,116.52,4.64,High
07-05-2023 00:00,XXXV2,102.31,11.82,Low
10-05-2023 00:00,XXXV3,85.88,-0.58,Low
11-05-2023 00:00,XXXV2,137.72,2.62,Low
12-05-2023 00:00,XXX11,89.24,11.17,Low
13-05-2023 00:00,XXXV3,131.66,11.47,High
13-05-2023 00:00,XXX11,93.91,2.69,High
13-05-2023 00:00,XXXV3,87.69,4.18,High
13-05-2023 00:00,XXXV4,96.27,1.07,Medium
13-05-2023 00:00,XXX15,80.14,13.65,Medium
13-05-2023 00:00,XXX15,124.76,-2.63,Low
13-05-2023 00:00,XXXV3,100.27,13.67,Medium
13-05-2023 00:00,XXXV2,73.22,8.68,High
14-05-2023 00:00,XXXV3,139.96,5.63,Low
14-05-2023 00:00,XXXV2,88.39,-4.35,Low
15-05-2023 00:00,XXXV2,104.36,4.51,Medium
18-05-2023 00:00,XXXV1,140.65,3.15,Low
18-05-2023 00:00,XXXV2,112.42,-1.78,Medium
19-05-2023 00:00,XXX12,61.69,8.13,Medium
20-05-2023 00:00,XXXV2,143.98,14.42,Low
20-05-2023 00:00,XXXV2,112.77,6.24,Medium
20-05-2023 00:00,XXXV2,83.49,9.3,Medium
20-05-2023 00:00,XXXV2,63.93,-3.63,Medium
20-05-2023 00:00,XXXV2,129.4,3.35,Medium
22-05-2023 00:00,XXX17,112.01,-2.67,Low
22-05-2023 00:00,XXXV2,103.35,7.26,High
24-05-2023 00:00,XXXV2,139.39,13.77,High
24-05-2023 00:00,XXXV2,128.86,8.24,Medium
24-05-2023 00:00,XXXV1,65.17,-3.46,Medium
24-05-2023 00:00,XXXV1,81.17,2.09,Medium
24-05-2023 00:00,XXXV5,74.85,6.01,High
24-05-2023 00:00,XXXV5,124.39,3.06,Medium
24-05-2023 00:00,XXXV2,53.35,11.67,Low
24-05-2023 00:00,XXXV1,106.99,11.29,Low
25-05-2023 00:00,XXX11,126.25,7.24,Low
25-05-2023 00:00,XXXV1,137.68,2.47,High
25-05-2023 00:00,XXXV1,84.21,0.11,Medium
25-05-2023 00:00,XXXV1,132.13,-2.88,Medium
25-05-2023 00:00,XXXV3,61.06,2.1,Medium
25-05-2023 00:00,XXX12,134.65,3.26,High
25-05-2023 00:00,XXX11,62.75,8.52,High
27-05-2023 00:00,XXX12,89.73,8.16,High
27-05-2023 00:00,XXXV2,129.73,-3.6,High
27-05-2023 00:00,XXX11,64.99,2.91,Low
27-05-2023 00:00,XXX12,72.93,-1.36,High
28-05-2023 00:00,XXX18,122.23,-1.86,High
28-05-2023 00:00,XXX18,122,11.55,High
28-05-2023 00:00,XXX18,114.11,-4.16,Medium
28-05-2023 00:00,XXX18,119.39,3.38,Medium
28-05-2023 00:00,XXXV2,104.27,-1.64,Medium
28-05-2023 00:00,XXX18,75.18,12.59,Low
29-05-2023 00:00,XXXV2,84.57,6.14,Low
30-05-2023 00:00,XXXV2,68.16,-0.37,High
30-05-2023 00:00,XXXV1,140.85,5.05,Medium
30-05-2023 00:00,XXX11,108.34,9.63,Low
30-05-2023 00:00,XXXV1,90.09,14.16,Medium
30-05-2023 00:00,XXXV1,96.2,-0.59,Low
30-05-2023 00:00,XXXV4,144.73,12.72,Low
30-05-2023 00:00,XXXV4,65.34,13.69,High
30-05-2023 00:00,XXXV4,108.62,13.33,High
30-05-2023 00:00,XXXV2,100.59,7.71,Low
30-05-2023 00:00,XXXV2,111.15,7.6,High
30-05-2023 00:00,XXX11,51.81,3.06,Low
30-05-2023 00:00,XXX11,137.21,10.05,Low
31-05-2023 00:00,XXXV4,143.21,5.63,Medium
31-05-2023 00:00,XXXV2,106.51,8.55,High
31-05-2023 00:00,XXXV2,119.67,3.57,High
31-05-2023 00:00,XXXV3,142.25,9.63,High
31-05-2023 00:00,XXX13,120.72,11.49,Medium
31-05-2023 00:00,XXXV1,65.25,-2.07,Medium
31-05-2023 00:00,XXX12,107.63,11.66,Medium
31-05-2023 00:00,XXX12,110.67,5.81,High
31-05-2023 00:00,XXX12,92.41,11.89,High
31-05-2023 00:00,XXXV2,123.64,3.63,High
31-05-2023 00:00,XXXV2,143.44,2.58,Medium
31-05-2023 00:00,XXXV2,142.56,13.3,Medium
31-05-2023 00:00,XXX15,95.08,0.02,Low
31-05-2023 00:00,XXX12,61.32,11.88,Medium
31-05-2023 00:00,XXX12,148.48,4.68,Low
31-05-2023 00:00,XXX11,133.89,5.28,High
31-05-2023 00:00,XXXV3,62.47,1.17,Medium
31-05-2023 00:00,XXXV1,142.08,6.46,High
31-05-2023 00:00,XXXV1,136.99,1.5,High
31-05-2023 00:00,XXX12,101.88,-4.21,High
31-05-2023 00:00,XXXV2,109.13,0.44,High
31-05-2023 00:00,XXX15,89.9,-4.87,Medium
31-05-2023 00:00,XXX12,55.48,14.57,High
31-05-2023 00:00,XXX12,83.52,14.31,Low
31-05-2023 00:00,XXX15,130.29,2.9,Medium
31-05-2023 00:00,XXX15,50.46,9.57,High
31-05-2023 00:00,XXX11,83.35,1.92,Medium
31-05-2023 00:00,XXXV1,89.82,8.42,Low
31-05-2023 00:00,XXXV2,103.74,11.11,High
31-05-2023 00:00,XXXV2,141.99,13.94,Low
31-05-2023 00:00,XXXV3,84.63,3,High
31-05-2023 00:00,XXXV3,84.7,10.67,Low
31-05-2023 00:00,XXXV2,123.75,0.32,High
31-05-2023 00:00,XXXV3,95.22,14.81,Medium
31-05-2023 00:00,XXXV2,72.46,-4.48,High
31-05-2023 00:00,XXXV2,95.24,7.07,Medium
31-05-2023 00:00,XXX12,64.09,8.19,High
31-05-2023 00:00,XXXV3,67.64,8.76,High
05-06-2023 00:00,XXXV1,99.84,-2.59,Low
05-06-2023 00:00,XXXV1,91.89,13.77,Low
07-06-2023 00:00,XXXV3,141.48,-1.38,Low
08-06-2023 00:00,XXXV2,86.24,7.46,High
10-06-2023 00:00,XXX11,108.06,-0.55,High
11-06-2023 00:00,XXXV1,113.23,1.14,High
11-06-2023 00:00,XXXV3,51.31,5.93,Medium
11-06-2023 00:00,XXXV1,116.35,3.34,Medium
11-06-2023 00:00,XXX12,67.8,-1.8,High
11-06-2023 00:00,XXX12,146.11,-1.58,Low
15-06-2023 00:00,XXXV2,64.87,3.36,Low
15-06-2023 00:00,XXX13,91.46,10.15,Low
16-06-2023 00:00,XXXV4,58.53,12.96,High
16-06-2023 00:00,XXX12,149.69,-3.32,Low
17-06-2023 00:00,XXX12,100.22,2.86,High
20-06-2023 00:00,XXXV2,109.54,-3,Medium
20-06-2023 00:00,XXXV2,56.71,-4.67,Low
21-06-2023 00:00,XXX11,125,8.23,Medium
21-06-2023 00:00,XXX12,70.99,7.05,Low
21-06-2023 00:00,XXXV1,139.81,-1.74,High
22-06-2023 00:00,XXXV2,70.51,-0.32,High
22-06-2023 00:00,XXXV2,69.07,-4.53,High
23-06-2023 00:00,XXXV1,53.65,11.7,High
23-06-2023 00:00,XXXV1,97.21,14.49,Low
23-06-2023 00:00,XXXV3,106.48,-2.29,Medium
23-06-2023 00:00,XXXV1,56.57,-0.37,High
23-06-2023 00:00,XXXV2,127.55,12.37,Low
23-06-2023 00:00,XXXV2,95.33,13.53,Medium
23-06-2023 00:00,XXXV2,102.44,3.39,High
25-06-2023 00:00,XXXV3,94.08,-3.99,Medium
25-06-2023 00:00,XXX11,90.08,-4.21,High
25-06-2023 00:00,XXXV2,105.96,6.48,Medium
25-06-2023 00:00,XXX12,65.52,2.86,Medium
25-06-2023 00:00,XXXV2,68.19,-4.43,High
25-06-2023 00:00,XXX15,136.18,6.67,Low
25-06-2023 00:00,XXX15,144.61,-4.77,Medium
25-06-2023 00:00,XXXV2,87.33,10.75,High
25-06-2023 00:00,XXXV4,77.07,1.13,Medium
25-06-2023 00:00,XXX11,114.4,-4.19,Medium
26-06-2023 00:00,XXXV2,90.87,6.77,Low
26-06-2023 00:00,XXX12,52.54,2.95,Medium
26-06-2023 00:00,XXX12,65.62,14.48,Medium
26-06-2023 00:00,XXXV2,121.6,5.88,High
27-06-2023 00:00,XXX17,115.89,0.5,High
27-06-2023 00:00,XXXV2,52.71,9.19,Low
27-06-2023 00:00,XXXV2,72.2,0.43,Medium
27-06-2023 00:00,XXXV2,73.11,13.08,Medium
27-06-2023 00:00,XXXV2,117.19,2.49,Medium
27-06-2023 00:00,XXX12,51.97,6,Low
27-06-2023 00:00,XXXV1,60.41,-3.99,Medium
27-06-2023 00:00,XXX12,129.99,3.52,High
27-06-2023 00:00,XXX12,67.85,11.65,Low
28-06-2023 00:00,XXX12,115.27,11.11,High
28-06-2023 00:00,XXXV2,73.82,-0.51,High
28-06-2023 00:00,XXXV3,59.94,-0.48,Low
28-06-2023 00:00,XXXV2,74.32,11.35,High
28-06-2023 00:00,XXXV2,122.23,13.61,Medium
28-06-2023 00:00,XXXV2,135.57,-3.09,Low
28-06-2023 00:00,XXXV1,133.02,4,High
28-06-2023 00:00,XXX11,89.72,1.75,Medium
28-06-2023 00:00,XXX11,116.81,12.41,Medium
28-06-2023 00:00,XXX11,70.5,-3.33,High
28-06-2023 00:00,XXX15,79.31,-0.78,Medium
28-06-2023 00:00,XXXV4,139.63,10.05,Low
28-06-2023 00:00,XXXV4,51.3,-3.97,High
28-06-2023 00:00,XXXV3,58.55,4.85,Medium
28-06-2023 00:00,XXXV3,70.79,3.84,Medium
28-06-2023 00:00,XXXV3,52.65,1.69,High
28-06-2023 00:00,XXXV4,68.14,2.89,High
03-07-2023 00:00,XXX13,108.3,5.6,High
03-07-2023 00:00,XXX11,92.14,-1.77,High
07-07-2023 00:00,XXX12,139.27,6.44,Low
07-07-2023 00:00,XXX15,131.74,11.11,High
09-07-2023 00:00,XXXV2,84.18,10.2,Low
09-07-2023 00:00,XXX12,75.94,-1.92,Low
10-07-2023 00:00,XXX12,87.97,-2.02,High
10-07-2023 00:00,XXXV2,109.03,0.36,Low
10-07-2023 00:00,XXX12,76.81,2.22,High
11-07-2023 00:00,XXXV2,112.41,3.17,High
11-07-2023 00:00,XXX11,90.94,8.59,Medium
11-07-2023 00:00,XXXV1,105.2,-3.87,High
11-07-2023 00:00,XXXV1,93.61,-4.31,Medium
11-07-2023 00:00,XXX11,79.45,2.84,Low
11-07-2023 00:00,XXX11,144.85,8.94,Medium
15-07-2023 00:00,XXX11,126.36,-1.13,Low
16-07-2023 00:00,XXX18,64.01,7.83,High
16-07-2023 00:00,XXXV2,136.85,0.2,Low
16-07-2023 00:00,XXX12,98.74,12.72,Low
16-07-2023 00:00,XXXV1,139.46,12.91,High
16-07-2023 00:00,XXX11,129.99,0.95,Low
17-07-2023 00:00,XXXV2,92.52,-0.4,High
17-07-2023 00:00,XXXV2,52.25,3.23,Medium
17-07-2023 00:00,XXX13,76.87,-0.19,High
17-07-2023 00:00,XXX12,104.16,8.45,High
17-07-2023 00:00,XXX15,113.35,11.52,Low
17-07-2023 00:00,XXX12,75.79,8.46,Medium
17-07-2023 00:00,XXX12,63.94,11.49,High
18-07-2023 00:00,XXX12,133.49,2.94,Medium
19-07-2023 00:00,XXX11,148.44,-1.87,Medium
19-07-2023 00:00,XXXV3,102.57,9.76,Low
19-07-2023 00:00,XXXV3,67.17,2.21,High
19-07-2023 00:00,XXXV3,77.23,8.43,Low
20-07-2023 00:00,XXX11,51.84,0.41,High
20-07-2023 00:00,XXX11,141.43,-3.38,Medium
20-07-2023 00:00,XXXV3,61.78,14.85,High
21-07-2023 00:00,XXXV1,107.65,-1.88,High
21-07-2023 00:00,XXXV4,77.41,14.77,Medium
21-07-2023 00:00,XXXV3,105.42,14.55,Medium
23-07-2023 00:00,XXX13,115.14,10.88,High
23-07-2023 00:00,XXX13,132.97,8.19,Low
23-07-2023 00:00,XXXV2,70.64,6.56,High
23-07-2023 00:00,XXXV1,51.1,12.32,Medium
23-07-2023 00:00,XXXV1,63.69,0.79,Low
23-07-2023 00:00,XXX13,140,4.35,Medium
24-07-2023 00:00,XXXV2,137.39,7.39,Medium
24-07-2023 00:00,XXX12,109.74,3.22,Low
24-07-2023 00:00,XXXV2,110.05,3.55,Medium
24-07-2023 00:00,XXXV1,116.5,1.61,Medium
24-07-2023 00:00,XXXV1,67.54,6.28,Medium
24-07-2023 00:00,XXXV1,141.44,12.01,Medium
24-07-2023 00:00,XXXV1,91.88,-0.97,Medium
24-07-2023 00:00,XXXV1,88.31,13.69,Medium
24-07-2023 00:00,XXXV1,101.89,8.78,Medium
24-07-2023 00:00,XXXV1,54.7,11.47,Medium
24-07-2023 00:00,XXXV1,66.63,6.12,Medium
24-07-2023 00:00,XXXV2,123.8,10.59,High
24-07-2023 00:00,XXXV1,58.28,-4.68,High
24-07-2023 00:00,XXXV1,110.32,11.37,Medium
25-07-2023 00:00,XXXV1,74.53,-4.2,High
25-07-2023 00:00,XXXV1,88.93,12.8,Low
25-07-2023 00:00,XXXV1,78.87,14.84,High
25-07-2023 00:00,XXXV1,85.57,0.88,Medium
25-07-2023 00:00,XXX11,121.9,-0.79,Medium
25-07-2023 00:00,XXXV2,79.71,10.31,High
25-07-2023 00:00,XXXV2,106.64,0.06,Medium
25-07-2023 00:00,XXX12,97.61,12.31,Low
25-07-2023 00:00,XXX12,116.37,-2.94,Low
25-07-2023 00:00,XXX12,143.68,-2.48,Medium
25-07-2023 00:00,XXXV2,123.26,14.58,Low
25-07-2023 00:00,XXXV1,71.49,8.48,Low
25-07-2023 00:00,XXXV5,53.12,11.94,High
25-07-2023 00:00,XXXV5,76.23,1.49,Low
25-07-2023 00:00,XXXV5,109.51,8.53,High
25-07-2023 00:00,XXXV5,55.14,6.88,Medium
25-07-2023 00:00,XXXV5,99.64,7.06,High
25-07-2023 00:00,XXXV5,109.68,8.65,Medium
25-07-2023 00:00,XXXV1,83.42,6.51,Medium
25-07-2023 00:00,XXXV1,127.09,3.58,Medium
25-07-2023 00:00,XXXV1,60.66,0.52,Medium
25-07-2023 00:00,XXXV1,57.51,10.37,Medium
25-07-2023 00:00,XXXV1,122.82,-0.47,High
25-07-2023 00:00,XXXV1,99.55,8.85,Medium
25-07-2023 00:00,XXXV5,118.84,-0.33,Low
26-07-2023 00:00,XXX12,93.48,7.51,Low
26-07-2023 00:00,XXXV2,74.64,9.94,Medium
27-07-2023 00:00,XXXV3,131.91,-0.63,Low
27-07-2023 00:00,XXXV3,129.94,-3.8,High
27-07-2023 00:00,XXXV2,119.47,-2.38,High
27-07-2023 00:00,XXXV2,77.21,7.12,Medium
27-07-2023 00:00,XXXV3,109.02,11.99,Medium
28-07-2023 00:00,XXX11,86.1,-4.1,Medium
28-07-2023 00:00,XXXV3,59.16,9.68,Low
28-07-2023 00:00,XXX11,141.73,1.83,Low
28-07-2023 00:00,XXX11,63.68,4.57,High
28-07-2023 00:00,XXX12,145.02,13.58,Low
28-07-2023 00:00,XXX12,94.6,1.64,High
28-07-2023 00:00,XXXV1,68.51,4.31,Low
